,定期借家
2997,1
2998,1
2999,1
3000,1
3001,1
3002,1
3003,3
3004,1
3005,3
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,1
3016,1
3017,3
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,3
3026,2
3027,1
3028,1
3029,3
3030,1
3031,1
3032,1
3033,3
3034,3
3035,1
3036,1
3037,3
3038,1
3039,1
3040,2
3041,2
3042,1
3043,3
3044,1
3045,3
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,3
3057,1
3058,3
3059,1
3060,1
3061,1
3062,2
3063,2
3064,1
3065,1
3066,1
3067,1
3068,1
3069,1
3070,3
3071,1
3072,3
3073,1
3074,1
3075,1
3076,3
3077,1
3078,1
3079,1
3080,3
3081,1
3082,1
3083,3
3084,1
3085,1
3086,1
3087,3
3088,1
3089,3
3090,1
3091,1
3092,1
3093,1
3094,1
3095,2
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,3
3103,3
3104,1
3105,3
3106,3
3107,1
3108,1
3109,1
3110,1
3111,1
3112,1
3113,3
3114,1
3115,1
3116,1
3117,2
3118,1
3119,1
3120,1
3121,3
3122,1
3123,1
3124,1
3125,3
3126,1
3127,1
3128,1
3129,1
3130,3
3131,3
3132,1
3133,1
3134,1
3135,1
3136,1
3137,3
3138,1
3139,1
3140,1
3141,1
3142,3
3143,3
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,3
3153,3
3154,1
3155,3
3156,2
3157,3
3158,1
3159,1
3160,1
3161,1
3162,1
3163,1
3164,3
3165,3
3166,1
3167,1
3168,1
3169,1
3170,1
3171,1
3172,1
3173,3
3174,1
3175,1
3176,3
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,3
3184,1
3185,1
3186,1
3187,1
3188,3
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,3
3197,1
3198,3
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,3
3207,1
3208,1
3209,3
3210,1
3211,1
3212,1
3213,3
3214,3
3215,3
3216,3
3217,1
3218,1
3219,1
3220,1
3221,1
3222,3
3223,1
3224,1
3225,1
3226,1
3227,1
3228,3
3229,3
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,3
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,3
3245,1
3246,1
3247,1
3248,1
3249,1
3250,3
3251,1
3252,3
3253,1
3254,3
3255,3
3256,1
3257,1
3258,3
3259,1
3260,1
3261,1
3262,1
3263,2
3264,1
3265,1
3266,3
3267,1
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,3
3275,3
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,2
3284,1
3285,1
3286,3
3287,1
3288,1
3289,1
3290,3
3291,1
3292,1
3293,1
3294,3
3295,3
3296,3
3297,1
3298,1
3299,3
3300,3
3301,2
3302,1
3303,1
3304,1
3305,1
3306,1
3307,3
3308,1
3309,3
3310,1
3311,1
3312,1
3313,1
3314,1
3315,3
3316,1
3317,1
3318,1
3319,1
3320,3
3321,1
3322,1
3323,1
3324,2
3325,1
3326,1
3327,3
3328,1
3329,1
3330,3
3331,3
3332,1
3333,3
3334,3
3335,3
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,3
3351,2
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,3
3361,2
3362,1
3363,1
3364,3
3365,3
3366,1
3367,1
3368,3
3369,1
3370,1
3371,1
3372,2
3373,1
3374,1
3375,3
3376,2
3377,3
3378,1
3379,2
3380,3
3381,1
3382,3
3383,1
3384,1
3385,1
3386,3
3387,1
3388,1
3389,3
3390,3
3391,1
3392,3
3393,3
3394,1
3395,3
3396,1
3397,1
3398,1
3399,3
3400,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,1
3407,3
3408,1
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,3
3420,1
3421,1
3422,1
3423,1
3424,1
3425,3
3426,3
3427,1
3428,1
3429,3
3430,1
3431,1
3432,3
3433,1
3434,1
3435,1
3436,1
3437,1
3438,1
3439,3
3440,2
3441,1
3442,3
3443,1
3444,1
3445,1
3446,1
3447,3
3448,1
3449,1
3450,3
3451,3
3452,1
3453,1
3454,1
3455,1
3456,1
3457,1
3458,3
3459,1
3460,1
3461,1
3462,1
3463,3
3464,1
3465,1
3466,3
3467,1
3468,1
3469,3
3470,1
3471,3
3472,1
3473,1
3474,1
3475,1
3476,1
3477,1
3478,3
3479,3
3480,3
3481,1
3482,3
3483,3
3484,3
3485,1
3486,1
3487,2
3488,1
3489,1
3490,1
3491,3
3492,3
3493,1
3494,1
3495,1
3496,1
3497,3
3498,1
3499,1
3500,1
3501,1
3502,1
3503,1
3504,1
3505,1
3506,2
3507,3
3508,1
3509,1
3510,3
3511,1
3512,3
3513,3
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,3
3527,1
3528,1
3529,1
3530,1
3531,1
3532,1
3533,3
3534,3
3535,1
3536,1
3537,1
3538,3
3539,3
3540,1
3541,3
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,3
3551,1
3552,1
3553,1
3554,1
3555,1
3556,3
3557,1
3558,1
3559,1
3560,1
3561,2
3562,2
3563,1
3564,1
3565,1
3566,1
3567,3
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,3
3575,3
3576,1
3577,1
3578,1
3579,2
3580,1
3581,1
3582,3
3583,3
3584,1
3585,1
3586,1
3587,1
3588,3
3589,1
3590,3
3591,2
3592,1
3593,3
3594,1
3595,1
3596,1
3597,1
3598,1
3599,3
3600,3
3601,1
3602,1
3603,1
3604,3
3605,1
3606,1
3607,1
3608,1
3609,3
3610,1
3611,1
3612,1
3613,3
3614,2
3615,1
3616,1
3617,1
3618,2
3619,1
3620,3
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,3
3629,3
3630,1
3631,1
3632,1
3633,3
3634,1
3635,3
3636,1
3637,1
3638,1
3639,1
3640,3
3641,1
3642,3
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,3
3656,1
3657,3
3658,1
3659,1
3660,3
3661,1
3662,1
3663,3
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,3
3675,3
3676,3
3677,1
3678,1
3679,1
3680,1
3681,3
3682,3
3683,1
3684,2
3685,1
3686,1
3687,3
3688,1
3689,1
3690,1
3691,3
3692,1
3693,3
3694,1
3695,1
3696,1
3697,1
3698,3
3699,1
3700,1
3701,3
3702,1
3703,1
3704,1
3705,1
3706,3
3707,1
3708,3
3709,3
3710,1
3711,1
3712,3
3713,3
3714,2
3715,1
3716,1
3717,3
3718,3
3719,3
3720,1
3721,3
3722,3
3723,1
3724,2
3725,2
3726,1
3727,1
3728,1
3729,3
3730,1
3731,1
3732,1
3733,1
3734,1
3735,3
3736,1
3737,3
3738,1
3739,1
3740,2
3741,2
3742,3
3743,1
3744,1
3745,1
3746,3
3747,1
3748,1
3749,1
3750,1
3751,3
3752,1
3753,3
3754,1
3755,1
3756,3
3757,3
3758,1
3759,1
3760,3
3761,3
3762,3
3763,1
3764,1
3765,3
3766,1
3767,3
3768,1
3769,1
3770,1
3771,1
3772,3
3773,3
3774,1
3775,1
3776,1
3777,1
3778,1
3779,3
3780,1
3781,1
3782,3
3783,3
3784,1
3785,1
3786,3
3787,1
3788,3
3789,1
3790,2
3791,1
3792,3
3793,1
3794,1
3795,1
3796,2
3797,1
3798,1
3799,3
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,3
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,3
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,3
3823,2
3824,1
3825,1
3826,1
3827,1
3828,1
3829,3
3830,1
3831,1
3832,1
3833,1
3834,1
3835,1
3836,3
3837,1
3838,3
3839,1
3840,1
3841,3
3842,1
3843,1
3844,3
3845,1
3846,3
3847,2
3848,1
3849,1
3850,3
3851,1
3852,1
3853,3
3854,1
3855,1
3856,3
3857,1
3858,3
3859,1
3860,1
3861,3
3862,1
3863,1
3864,3
3865,3
3866,1
3867,1
3868,1
3869,1
3870,1
3871,3
3872,3
3873,1
3874,1
3875,1
3876,1
3877,1
3878,1
3879,1
3880,2
3881,1
3882,1
3883,1
3884,3
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,3
3892,1
3893,1
3894,1
3895,1
3896,1
3897,3
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,3
3905,2
3906,1
3907,3
3908,1
3909,1
3910,1
3911,1
3912,3
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,2
3920,1
3921,1
3922,1
3923,3
3924,1
3925,1
3926,1
3927,1
3928,3
3929,1
3930,1
3931,1
3932,3
3933,3
3934,1
3935,1
3936,3
3937,3
3938,1
3939,1
3940,3
3941,1
3942,1
3943,1
3944,3
3945,1
3946,3
3947,1
3948,1
3949,1
3950,1
3951,1
3952,1
3953,2
3954,1
3955,1
3956,2
3957,3
3958,1
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,3
3968,1
3969,1
3970,1
3971,1
3972,2
3973,1
3974,3
3975,1
3976,1
3977,2
3978,1
3979,3
3980,2
3981,1
3982,3
3983,3
3984,1
3985,1
3986,3
3987,1
3988,1
3989,2
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,3
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,3
4008,2
4009,1
4010,3
4011,1
4012,1
4013,1
4014,1
4015,1
4016,1
4017,3
4018,1
4019,1
4020,1
4021,1
4022,2
4023,1
4024,1
4025,3
4026,1
4027,1
4028,1
4029,1
4030,2
4031,1
4032,1
4033,1
4034,2
4035,2
4036,2
4037,3
4038,1
4039,1
4040,1
4041,1
4042,1
4043,1
4044,1
4045,1
4046,2
4047,1
4048,1
4049,1
4050,3
4051,3
4052,1
4053,3
4054,1
4055,1
4056,3
4057,1
4058,3
4059,3
4060,1
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4068,1
4069,1
4070,1
4071,1
4072,1
4073,1
4074,3
4075,1
4076,2
4077,1
4078,1
4079,3
4080,1
4081,1
4082,1
4083,2
4084,1
4085,1
4086,1
4087,2
4088,1
4089,1
4090,1
4091,1
4092,1
4093,1
4094,3
4095,1
4096,3
4097,1
4098,1
4099,3
4100,1
4101,1
4102,1
4103,1
4104,1
4105,1
4106,3
4107,1
4108,3
4109,1
4110,1
4111,3
4112,3
4113,1
4114,1
4115,1
4116,3
4117,1
4118,3
4119,3
4120,3
4121,1
4122,1
4123,1
4124,1
4125,1
4126,3
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,3
4138,1
4139,3
4140,3
4141,1
4142,1
4143,3
4144,3
4145,1
4146,1
4147,3
4148,1
4149,3
4150,1
4151,2
4152,1
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,1
4160,1
4161,1
4162,1
4163,2
4164,1
4165,3
4166,1
4167,1
4168,1
4169,1
4170,1
4171,3
4172,3
4173,1
4174,3
4175,3
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,3
4183,1
4184,1
4185,3
4186,3
4187,3
4188,3
4189,1
4190,1
4191,1
4192,1
4193,1
4194,1
4195,1
4196,2
4197,1
4198,1
4199,1
4200,1
4201,3
4202,1
4203,1
4204,1
4205,3
4206,1
4207,1
4208,1
4209,1
4210,1
4211,3
4212,3
4213,1
4214,3
4215,1
4216,1
4217,3
4218,3
4219,2
4220,1
4221,3
4222,1
4223,1
4224,2
4225,1
4226,3
4227,1
4228,1
4229,2
4230,2
4231,1
4232,1
4233,1
4234,3
4235,2
4236,1
4237,1
4238,3
4239,1
4240,1
4241,3
4242,3
4243,1
4244,1
4245,1
4246,1
4247,3
4248,2
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,1
4262,3
4263,1
4264,1
4265,1
4266,1
4267,3
4268,2
4269,1
4270,1
4271,1
4272,1
4273,1
4274,2
4275,1
4276,1
4277,1
4278,1
4279,1
4280,1
4281,3
4282,1
4283,1
4284,2
4285,1
4286,1
4287,3
4288,1
4289,1
4290,3
4291,1
4292,1
4293,3
4294,1
4295,1
4296,3
4297,1
4298,3
4299,2
4300,1
4301,1
4302,1
4303,3
4304,1
4305,3
4306,1
4307,1
4308,1
4309,3
4310,1
4311,1
4312,1
4313,2
4314,1
4315,1
4316,3
4317,1
4318,3
4319,1
4320,3
4321,1
4322,1
4323,1
4324,1
4325,2
4326,1
4327,1
4328,1
4329,1
4330,1
4331,1
4332,2
4333,1
4334,1
4335,1
4336,1
4337,1
4338,1
4339,1
4340,1
4341,1
4342,3
4343,1
4344,1
4345,1
4346,2
4347,1
4348,3
4349,1
4350,1
4351,1
4352,1
4353,1
4354,2
4355,1
4356,3
4357,1
4358,1
4359,1
4360,1
4361,1
4362,3
4363,3
4364,1
4365,1
4366,1
4367,1
4368,1
4369,1
4370,1
4371,1
4372,1
4373,1
4374,3
4375,3
4376,3
4377,1
4378,2
4379,1
4380,3
4381,1
4382,1
4383,1
4384,1
4385,1
4386,2
4387,3
4388,1
4389,3
4390,1
4391,1
4392,1
4393,1
4394,1
4395,1
4396,2
4397,1
4398,3
4399,1
4400,1
4401,3
4402,1
4403,3
4404,3
4405,1
4406,1
4407,1
4408,3
4409,1
4410,1
4411,3
4412,1
4413,1
4414,1
4415,1
4416,1
4417,2
4418,1
4419,1
4420,2
4421,3
4422,3
4423,1
4424,1
4425,1
4426,3
4427,1
4428,1
4429,1
4430,1
4431,3
4432,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4448,2
4449,2
4450,2
4451,1
4452,3
4453,1
4454,2
4455,1
4456,1
4457,1
4458,3
4459,2
4460,1
4461,3
4462,3
4463,3
4464,3
4465,3
4466,3
4467,3
4468,3
4469,1
4470,3
4471,1
4472,1
4473,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,1
4480,3
4481,1
4482,2
4483,1
4484,1
4485,3
4486,1
4487,1
4488,1
4489,1
4490,3
4491,1
4492,1
4493,1
4494,1
4495,1
4496,1
4497,2
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4504,1
4505,1
4506,1
4507,1
4508,3
4509,3
4510,1
4511,1
4512,1
4513,1
4514,3
4515,1
4516,2
4517,1
4518,1
4519,1
4520,1
4521,1
4522,1
4523,1
4524,1
4525,1
4526,1
4527,1
4528,3
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,3
4536,1
4537,3
4538,2
4539,3
4540,1
4541,2
4542,3
4543,1
4544,1
4545,1
4546,1
4547,1
4548,1
4549,1
4550,1
4551,1
4552,1
4553,1
4554,1
4555,1
4556,1
4557,1
4558,1
4559,1
4560,3
4561,3
4562,1
4563,1
4564,3
4565,1
4566,1
4567,1
4568,3
4569,1
4570,1
4571,1
4572,3
4573,1
4574,3
4575,3
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,3
4583,1
4584,1
4585,3
4586,1
4587,1
4588,3
4589,3
4590,1
4591,1
4592,1
4593,1
4594,2
4595,1
4596,1
4597,3
4598,1
4599,1
4600,3
4601,1
4602,1
4603,1
4604,3
4605,1
4606,1
4607,1
4608,3
4609,1
4610,1
4611,3
4612,3
4613,3
4614,1
4615,3
4616,1
4617,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,1
4624,1
4625,1
4626,3
4627,3
4628,1
4629,1
4630,1
4631,3
4632,1
4633,1
4634,1
4635,2
4636,1
4637,1
4638,1
4639,1
4640,3
4641,3
4642,3
4643,1
4644,1
4645,1
4646,1
4647,1
4648,1
4649,3
4650,2
4651,1
4652,1
4653,1
4654,1
4655,1
4656,1
4657,1
4658,3
4659,1
4660,1
4661,3
4662,1
4663,1
4664,1
4665,1
4666,3
4667,1
4668,1
4669,1
4670,3
4671,1
4672,1
4673,1
4674,3
4675,1
4676,3
4677,1
4678,1
4679,1
4680,1
4681,3
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4692,1
4693,1
4694,3
4695,2
4696,1
4697,1
4698,2
4699,1
4700,1
4701,1
4702,1
4703,3
4704,1
4705,1
4706,1
4707,1
4708,1
4709,1
4710,1
4711,1
4712,2
4713,3
4714,1
4715,2
4716,1
4717,1
4718,1
4719,2
4720,1
4721,1
4722,1
4723,1
4724,3
4725,3
4726,1
4727,1
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,1
4740,3
4741,1
4742,3
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,3
4750,1
4751,2
4752,1
4753,1
4754,1
4755,1
4756,1
4757,3
4758,1
4759,3
4760,3
4761,1
4762,1
4763,1
4764,1
4765,1
4766,1
4767,1
4768,3
4769,1
4770,1
4771,1
4772,3
4773,3
4774,1
4775,1
4776,1
4777,1
4778,3
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,1
4792,1
4793,1
4794,1
4795,1
4796,1
4797,1
4798,3
4799,1
4800,1
4801,1
4802,1
4803,2
4804,1
4805,1
4806,1
4807,1
4808,1
4809,1
4810,1
4811,3
4812,1
4813,1
4814,1
4815,3
4816,1
4817,3
4818,1
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,3
4826,1
4827,3
4828,1
4829,3
4830,3
4831,1
4832,1
4833,2
4834,1
4835,1
4836,1
4837,3
4838,1
4839,3
4840,1
4841,1
4842,1
4843,1
4844,1
4845,2
4846,1
4847,1
4848,1
4849,3
4850,1
4851,3
4852,1
4853,3
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,1
4869,1
4870,2
4871,3
4872,1
4873,1
4874,1
4875,2
4876,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,3
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,3
4891,1
4892,3
4893,1
4894,1
4895,2
4896,3
4897,1
4898,1
4899,1
4900,1
4901,2
4902,1
4903,1
4904,1
4905,1
4906,1
4907,1
4908,1
4909,1
4910,1
4911,3
4912,1
4913,3
4914,1
4915,1
4916,1
4917,3
4918,1
4919,1
4920,1
4921,1
4922,2
4923,1
4924,1
4925,1
4926,1
4927,1
4928,1
4929,1
4930,1
4931,3
4932,1
4933,3
4934,2
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,3
4942,3
4943,1
4944,2
4945,1
4946,3
4947,1
4948,1
4949,3
4950,1
4951,1
4952,1
4953,1
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,1
4963,3
4964,1
4965,1
4966,1
4967,3
4968,1
4969,1
4970,3
4971,1
4972,1
4973,1
4974,1
4975,3
4976,1
4977,1
4978,2
4979,1
4980,1
4981,1
4982,1
4983,1
4984,3
4985,1
4986,1
4987,3
4988,1
4989,1
4990,3
4991,3
4992,1
4993,1
4994,3
4995,1
4996,1
4997,1
4998,3
4999,1
5000,3
5001,1
5002,1
5003,2
5004,1
5005,1
5006,1
5007,1
5008,1
5009,1
5010,1
5011,2
5012,1
5013,1
5014,1
5015,1
5016,3
5017,3
5018,1
5019,2
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,1
5030,1
5031,1
5032,3
5033,1
5034,1
5035,1
5036,3
5037,3
5038,1
5039,3
5040,1
5041,1
5042,1
5043,3
5044,1
5045,3
5046,2
5047,1
5048,3
5049,1
5050,3
5051,1
5052,1
5053,3
5054,1
5055,1
5056,3
5057,1
5058,1
5059,1
5060,1
5061,1
5062,1
5063,1
5064,2
5065,3
5066,1
5067,1
5068,1
5069,1
5070,1
5071,1
5072,1
5073,1
5074,1
5075,1
5076,2
5077,1
5078,3
5079,1
5080,1
5081,1
5082,3
5083,1
5084,1
5085,1
5086,1
5087,3
5088,1
5089,3
5090,1
5091,1
5092,1
5093,2
5094,1
5095,1
5096,1
5097,2
5098,3
5099,1
5100,3
5101,1
5102,1
5103,1
5104,1
5105,1
5106,3
5107,2
5108,2
5109,2
5110,1
5111,1
5112,1
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,3
5122,3
5123,1
5124,3
5125,3
5126,3
5127,1
5128,1
5129,3
5130,1
5131,3
5132,3
5133,1
5134,1
5135,1
5136,1
5137,2
5138,3
5139,3
5140,1
5141,3
5142,1
5143,3
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,1
5151,1
5152,1
5153,1
5154,2
5155,1
5156,1
5157,1
5158,1
5159,3
5160,1
5161,1
5162,1
5163,3
5164,1
5165,1
5166,1
5167,3
5168,1
5169,3
5170,1
5171,3
5172,3
5173,1
5174,1
5175,2
5176,1
5177,2
5178,3
5179,1
5180,3
5181,1
5182,2
5183,1
5184,3
5185,1
5186,1
5187,1
5188,1
5189,1
5190,2
5191,1
5192,2
5193,3
5194,1
5195,1
5196,3
5197,3
5198,1
5199,1
5200,1
5201,1
5202,1
5203,3
5204,3
5205,1
5206,1
5207,1
5208,3
5209,1
5210,1
5211,3
5212,2
5213,1
5214,1
5215,1
5216,1
5217,2
5218,3
5219,3
5220,3
5221,3
5222,3
5223,3
5224,1
5225,1
5226,1
5227,3
5228,3
5229,3
5230,1
5231,1
5232,1
5233,3
5234,1
5235,1
5236,1
5237,3
5238,1
5239,3
5240,3
5241,1
5242,1
5243,1
5244,1
5245,1
5246,3
5247,1
5248,3
5249,1
5250,1
5251,1
5252,3
5253,1
5254,3
5255,1
5256,3
5257,3
5258,3
5259,1
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,3
5268,1
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5275,3
5276,1
5277,1
5278,3
5279,1
5280,1
5281,3
5282,1
5283,2
5284,3
5285,2
5286,1
5287,3
5288,1
5289,2
5290,3
5291,1
5292,1
5293,1
5294,1
5295,3
5296,1
5297,1
5298,1
5299,2
5300,1
5301,1
5302,3
5303,1
5304,3
5305,3
5306,1
5307,1
5308,1
5309,1
5310,3
5311,1
5312,1
5313,1
5314,1
5315,1
5316,3
5317,1
5318,1
5319,1
5320,1
5321,1
5322,1
5323,3
5324,1
5325,1
5326,3
5327,1
5328,1
5329,1
5330,1
5331,2
5332,1
5333,3
5334,1
5335,1
5336,1
5337,1
5338,1
5339,3
5340,1
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,2
5351,3
5352,3
5353,1
5354,1
5355,1
5356,3
5357,1
5358,1
5359,1
5360,1
5361,2
5362,1
5363,3
5364,1
5365,1
5366,1
5367,3
5368,1
5369,3
5370,1
5371,1
5372,1
5373,3
5374,3
5375,1
5376,3
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,1
5385,1
5386,2
5387,1
5388,1
5389,1
5390,1
5391,1
5392,1
5393,1
5394,1
5395,1
5396,1
5397,1
5398,1
5399,1
5400,3
5401,1
5402,1
5403,3
5404,1
5405,1
5406,2
5407,3
5408,1
5409,1
5410,1
5411,1
5412,1
5413,1
5414,3
5415,1
5416,1
5417,1
5418,1
5419,1
5420,1
5421,3
5422,1
5423,1
5424,1
5425,1
5426,1
5427,3
5428,2
5429,1
5430,1
5431,1
5432,1
5433,1
5434,1
5435,2
5436,1
5437,1
5438,1
5439,2
5440,1
5441,1
5442,1
5443,1
5444,1
5445,3
5446,1
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,1
5454,3
5455,1
5456,1
5457,1
5458,1
5459,3
5460,3
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,3
5470,1
5471,1
5472,1
5473,1
5474,1
5475,1
5476,1
5477,3
5478,1
5479,1
5480,1
5481,3
5482,1
5483,1
5484,1
5485,1
5486,3
5487,1
5488,1
5489,1
5490,1
5491,1
5492,3
5493,1
5494,3
5495,1
5496,1
5497,3
5498,1
5499,1
5500,3
5501,1
5502,1
5503,2
5504,1
5505,1
5506,1
5507,2
5508,1
5509,1
5510,1
5511,1
5512,3
5513,3
5514,1
5515,1
5516,1
5517,3
5518,1
5519,1
5520,1
5521,1
5522,1
5523,3
5524,3
5525,1
5526,1
5527,1
5528,1
5529,2
5530,1
5531,1
5532,3
5533,1
5534,3
5535,1
5536,1
5537,3
5538,3
5539,1
5540,2
5541,1
5542,3
5543,1
5544,3
5545,1
5546,1
5547,1
5548,2
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,3
5556,1
5557,3
5558,1
5559,1
5560,1
5561,1
5562,1
5563,3
5564,1
5565,1
5566,1
5567,1
5568,3
5569,1
5570,3
5571,1
5572,1
5573,2
5574,1
5575,1
5576,1
5577,3
5578,1
5579,1
5580,1
5581,1
5582,1
5583,1
5584,3
5585,3
5586,1
5587,3
5588,1
5589,1
5590,3
5591,3
5592,1
5593,1
5594,1
5595,3
5596,1
5597,3
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,1
5605,1
5606,2
5607,1
5608,3
5609,1
5610,1
5611,1
5612,2
5613,3
5614,1
5615,1
5616,1
5617,2
5618,3
5619,1
5620,3
5621,1
5622,1
5623,1
5624,2
5625,1
5626,1
5627,1
5628,3
5629,1
5630,1
5631,1
5632,1
5633,3
5634,3
5635,1
5636,3
5637,1
5638,1
5639,3
5640,2
5641,1
5642,1
5643,1
5644,1
5645,1
5646,3
5647,1
5648,3
5649,1
5650,1
5651,1
5652,1
5653,1
5654,1
5655,1
5656,3
5657,3
5658,3
5659,1
5660,3
5661,3
5662,3
5663,1
5664,1
5665,1
5666,1
5667,1
5668,1
5669,3
5670,1
5671,1
5672,1
5673,1
5674,1
5675,1
5676,3
5677,1
5678,1
5679,3
5680,3
5681,1
5682,1
5683,1
5684,1
5685,1
5686,3
5687,1
5688,2
5689,3
5690,1
5691,1
5692,1
5693,1
5694,1
5695,3
5696,1
5697,1
5698,1
5699,1
5700,3
5701,1
5702,1
5703,1
5704,3
5705,1
5706,1
5707,3
5708,1
5709,1
5710,1
5711,1
5712,1
5713,1
5714,2
5715,1
5716,1
5717,3
5718,3
5719,3
5720,1
5721,1
5722,1
5723,1
5724,3
5725,1
5726,3
5727,1
5728,2
5729,1
5730,1
5731,3
5732,2
5733,1
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,3
5742,1
5743,3
5744,1
5745,1
5746,1
5747,1
5748,1
5749,1
5750,1
5751,3
5752,1
5753,1
5754,3
5755,3
5756,1
5757,2
5758,1
5759,1
5760,1
5761,2
5762,1
5763,3
5764,2
5765,1
5766,1
5767,1
5768,1
5769,3
5770,1
5771,3
5772,3
5773,1
5774,3
5775,1
5776,3
5777,3
5778,1
5779,1
5780,1
5781,1
5782,1
5783,1
5784,3
5785,1
5786,3
5787,1
5788,1
5789,3
5790,1
5791,1
5792,1
5793,1
5794,1
