,所在地
1333,新宿区四谷
1334,北区志茂
1335,練馬区立野町
1336,荒川区南千住
1337,目黒区洗足
1338,江東区扇橋
1339,杉並区下高井戸
1340,荒川区南千住
1341,足立区足立
1342,杉並区上高井戸
1343,江戸川区一之江
1344,文京区本郷
1345,豊島区高松
1346,世田谷区喜多見
1347,杉並区和泉
1348,世田谷区経堂
1349,江東区亀戸
1350,港区西麻布
1351,杉並区下井草
1352,中央区日本橋浜町
1353,渋谷区笹塚
1354,江東区住吉
1355,台東区北上野
1356,文京区千駄木
1357,渋谷区幡ヶ谷
1358,世田谷区玉川台
1359,葛飾区西亀有
1360,中央区日本橋蛎殻町
1361,江戸川区松島
1362,板橋区中丸町
1363,世田谷区中町
1364,葛飾区堀切
1365,江東区大島
1366,豊島区南長崎
1367,北区豊島
1368,世田谷区桜
1369,中野区松が丘
1370,中野区江古田
1371,大田区田園調布南
1372,葛飾区水元
1373,江東区高橋
1374,葛飾区東水元
1375,世田谷区駒沢
1376,品川区東中延
1377,台東区蔵前
1378,文京区白山
1379,港区新橋
1380,新宿区北新宿
1381,中央区日本橋馬喰町
1382,港区白金
1383,文京区水道
1384,墨田区千歳
1385,渋谷区元代々木町
1386,大田区山王
1387,世田谷区三軒茶屋
1388,中央区
1389,世田谷区給田
1390,墨田区緑
1391,足立区栗原
1392,江東区東陽
1393,渋谷区笹塚
1394,板橋区南常盤台
1395,足立区六月
1396,豊島区長崎
1397,世田谷区下馬
1398,北区滝野川
1399,杉並区高円寺南
1400,目黒区目黒本町
1401,荒川区荒川
1402,練馬区向山
1403,杉並区上高井戸
1404,世田谷区世田谷
1405,大田区多摩川
1406,江東区扇橋
1407,大田区上池台
1408,品川区大崎
1409,江戸川区鹿骨
1410,新宿区山吹町
1411,葛飾区南水元
1412,中野区新井
1413,渋谷区上原
1414,杉並区阿佐谷北
1415,江東区扇橋
1416,杉並区浜田山
1417,北区浮間
1418,文京区関口
1419,文京区本郷
1420,大田区西蒲田
1421,港区三田
1422,板橋区高島平
1423,世田谷区弦巻
1424,港区赤坂
1425,板橋区赤塚
1426,江東区大島
1427,葛飾区東金町
1428,杉並区堀ノ内
1429,品川区東五反田
1430,大田区大森北
1431,渋谷区千駄ヶ谷
1432,足立区中川
1433,中央区日本橋浜町
1434,杉並区成田西
1435,荒川区東尾久
1436,港区赤坂
1437,台東区柳橋
1438,中野区江古田
1439,杉並区井草
1440,世田谷区経堂
1441,新宿区水道町
1442,世田谷区成城
1443,中野区上鷺宮
1444,中野区南台
1445,豊島区巣鴨
1446,世田谷区南烏山
1447,新宿区河田町
1448,足立区綾瀬
1449,大田区山王
1450,江戸川区鹿骨
1451,品川区南大井
1452,練馬区豊玉北
1453,中央区日本橋堀留町
1454,江戸川区松島
1455,江戸川区西小岩
1456,墨田区本所
1457,世田谷区松原
1458,文京区大塚
1459,練馬区関町北
1460,文京区西片
1461,品川区東品川
1462,目黒区碑文谷
1463,大田区北馬込
1464,荒川区東日暮里
1465,板橋区坂下
1466,墨田区緑
1467,世田谷区中町
1468,荒川区荒川
1469,足立区東和
1470,目黒区東山
1471,世田谷区若林
1472,杉並区井草
1473,江東区扇橋
1474,世田谷区三軒茶屋
1475,江東区毛利
1476,港区芝浦
1477,品川区東五反田
1478,足立区千住柳町
1479,大田区大森中
1480,江東区亀戸
1481,墨田区東向島
1482,中央区日本橋小網町
1483,中野区鷺宮
1484,板橋区蓮根
1485,北区志茂
1486,江戸川区北小岩
1487,台東区北上野
1488,江戸川区中葛西
1489,北区田端新町
1490,江東区南砂
1491,中央区日本橋箱崎町
1492,大田区仲六郷
1493,港区芝
1494,港区港南
1495,台東区上野
1496,足立区梅田
1497,目黒区駒場
1498,葛飾区小菅
1499,港区西麻布
1500,墨田区業平
1501,港区元麻布
1502,台東区谷中
1503,台東区三ノ輪
1504,板橋区清水町
1505,足立区中央本町
1506,台東区三筋
1507,江戸川区南葛西
1508,大田区西蒲田
1509,中央区月島
1510,江東区木場
1511,中央区日本橋小網町
1512,練馬区氷川台
1513,江東区亀戸
1514,品川区東大井
1515,墨田区両国
1516,江東区亀戸
1517,大田区西馬込
1518,江東区豊洲
1519,江東区牡丹
1520,目黒区八雲
1521,足立区扇
1522,大田区大森北
1523,台東区浅草
1524,葛飾区西亀有
1525,世田谷区千歳台
1526,文京区湯島
1527,豊島区東池袋
1528,杉並区西荻北
1529,目黒区東山
1530,大田区羽田
1531,葛飾区柴又
1532,世田谷区新町
1533,港区芝
1534,世田谷区給田
1535,中央区東日本橋
1536,大田区大森北
1537,練馬区豊玉北
1538,葛飾区水元
1539,品川区西五反田
1540,板橋区常盤台
1541,練馬区中村北
1542,渋谷区大山町
1543,台東区元浅草
1544,目黒区祐天寺
1545,世田谷区上野毛
1546,墨田区押上
1547,葛飾区東金町
1548,練馬区関町北
1549,豊島区池袋
1550,板橋区小茂根
1551,練馬区貫井
1552,葛飾区小菅
1553,板橋区大谷口北町
1554,豊島区池袋
1555,豊島区南大塚
1556,目黒区目黒本町
1557,足立区梅田
1558,北区浮間
1559,港区芝
1560,港区西麻布
1561,江戸川区西葛西
1562,江東区南砂
1563,中野区本町
1564,豊島区上池袋
1565,江戸川区春江町
1566,杉並区上高井戸
1567,品川区東品川
1568,練馬区羽沢
1569,足立区梅田
1570,練馬区練馬
1571,世田谷区三軒茶屋
1572,中野区上高田
1573,中野区本町
1574,文京区本郷
1575,新宿区左門町
1576,世田谷区太子堂
1577,江戸川区松島
1578,葛飾区新宿
1579,中野区中野
1580,中央区日本橋浜町
1581,板橋区中台
1582,中野区上高田
1583,足立区六町
1584,大田区矢口
1585,渋谷区恵比寿
1586,足立区千住緑町
1587,千代田区東神田
1588,渋谷区道玄坂
1589,足立区関原
1590,板橋区板橋
1591,江東区豊洲
1592,豊島区南長崎
1593,大田区田園調布本町
1594,中央区京橋
1595,杉並区天沼
1596,豊島区池袋
1597,世田谷区深沢
1598,葛飾区東四つ木
1599,目黒区目黒本町
1600,新宿区大久保
1601,中野区中央
1602,板橋区中丸町
1603,豊島区高田
1604,葛飾区青戸
1605,江戸川区平井
1606,葛飾区金町
1607,品川区東大井
1608,千代田区東神田
1609,大田区中馬込
1610,北区東十条
1611,板橋区赤塚
1612,荒川区荒川
1613,千代田区岩本町
1614,北区滝野川
1615,世田谷区上北沢
1616,杉並区高円寺南
1617,中央区勝どき
1618,世田谷区北烏山
1619,江戸川区西一之江
1620,葛飾区東新小岩
1621,江戸川区中葛西
1622,足立区梅島
1623,文京区湯島
1624,大田区西六郷
1625,足立区一ツ家
1626,荒川区西日暮里
1627,江東区亀戸
1628,文京区本郷
1629,江戸川区北葛西
1630,杉並区浜田山
1631,江戸川区平井
1632,板橋区板橋
1633,新宿区西落合
1634,世田谷区用賀
1635,目黒区碑文谷
1636,練馬区南大泉
1637,中野区野方
1638,文京区小石川
1639,北区西が丘
1640,千代田区神田須田町
1641,中野区上鷺宮
1642,新宿区北新宿
1643,文京区千石
1644,杉並区阿佐谷南
1645,渋谷区本町
1646,葛飾区高砂
1647,荒川区南千住
1648,目黒区下目黒
1649,新宿区大久保
1650,大田区北嶺町
1651,品川区南大井
1652,杉並区西荻南
1653,中野区沼袋
1654,板橋区大山金井町
1655,文京区根津
1656,板橋区板橋
1657,足立区梅島
1658,中野区丸山
1659,中野区野方
1660,新宿区上落合
1661,板橋区大山西町
1662,中野区上鷺宮
1663,世田谷区北烏山
1664,杉並区荻窪
1665,葛飾区堀切
1666,足立区南花畑
1667,豊島区池袋本町
1668,渋谷区笹塚
1669,台東区東上野
1670,足立区西保木間
1671,港区三田
1672,足立区西新井本町
1673,北区浮間
1674,足立区西新井栄町
1675,目黒区中目黒
1676,文京区千石
1677,練馬区中村北
1678,荒川区東尾久
1679,中野区大和町
1680,中央区日本橋堀留町
1681,杉並区本天沼
1682,板橋区大山東町
1683,豊島区西池袋
1684,板橋区前野町
1685,千代田区岩本町
1686,練馬区栄町
1687,千代田区東神田
1688,杉並区方南
1689,大田区西糀谷
1690,杉並区今川
1691,世田谷区太子堂
1692,文京区本郷
1693,中央区勝どき
1694,目黒区下目黒
1695,豊島区池袋
1696,台東区今戸
1697,千代田区岩本町
1698,中央区月島
1699,江東区三好
1700,杉並区和泉
1701,江東区平野
1702,豊島区池袋本町
1703,練馬区谷原
1704,港区芝
1705,足立区栗原
1706,世田谷区代沢
1707,江東区清澄
1708,江東区豊洲
1709,荒川区荒川
1710,世田谷区駒沢
1711,品川区戸越
1712,渋谷区渋谷
1713,足立区新田
1714,大田区蒲田
1715,板橋区板橋
1716,中央区築地
1717,港区白金
1718,板橋区中丸町
1719,新宿区西五軒町
1720,新宿区西落合
1721,杉並区梅里
1722,足立区綾瀬
1723,品川区西五反田
1724,杉並区井草
1725,大田区萩中
1726,大田区下丸子
1727,江東区木場
1728,港区芝浦
1729,葛飾区小菅
1730,中野区東中野
1731,中央区日本橋馬喰町
1732,葛飾区青戸
1733,中野区本町
1734,新宿区百人町
1735,中央区新川
1736,江東区住吉
1737,大田区仲池上
1738,葛飾区白鳥
1739,練馬区大泉町
1740,練馬区石神井台
1741,港区白金
1742,杉並区梅里
1743,渋谷区広尾
1744,荒川区西日暮里
1745,港区東麻布
1746,墨田区墨田
1747,目黒区下目黒
1748,世田谷区上馬
1749,練馬区関町南
1750,新宿区西五軒町
1751,新宿区余丁町
1752,練馬区三原台
1753,中野区上鷺宮
1754,墨田区両国
1755,葛飾区青戸
1756,豊島区高田
1757,荒川区西日暮里
1758,目黒区中目黒
1759,荒川区荒川
1760,大田区新蒲田
1761,練馬区南大泉
1762,世田谷区大原
1763,江東区豊洲
1764,練馬区北町
1765,大田区西蒲田
1766,足立区東綾瀬
1767,品川区大井
1768,江東区佐賀
1769,杉並区方南
1770,練馬区桜台
1771,大田区田園調布
1772,港区新橋
1773,練馬区高松
1774,江東区亀戸
1775,世田谷区喜多見
1776,墨田区八広
1777,足立区東綾瀬
1778,江戸川区一之江
1779,練馬区東大泉
1780,新宿区西新宿
1781,中央区銀座
1782,練馬区石神井町
1783,板橋区徳丸
1784,足立区青井
1785,世田谷区喜多見
1786,中野区新井
1787,港区赤坂
1788,世田谷区代田
1789,墨田区緑
1790,板橋区栄町
1791,豊島区巣鴨
1792,世田谷区給田
1793,港区三田
1794,豊島区池袋
1795,世田谷区北烏山
1796,葛飾区西亀有
1797,足立区青井
1798,世田谷区松原
1799,中野区中央
1800,世田谷区桜上水
1801,中央区築地
1802,板橋区本町
1803,中野区本町
1804,江東区東陽
1805,墨田区吾妻橋
1806,練馬区大泉学園町
1807,足立区花畑
1808,新宿区西新宿
1809,足立区谷在家
1810,杉並区松ノ木
1811,大田区大森西
1812,大田区大森西
1813,台東区北上野
1814,港区芝
1815,目黒区中目黒
1816,中央区日本橋馬喰町
1817,大田区北馬込
1818,北区滝野川
1819,足立区西新井本町
1820,目黒区鷹番
1821,大田区池上
1822,足立区千住緑町
1823,板橋区高島平
1824,新宿区中落合
1825,豊島区千川
1826,豊島区南大塚
1827,杉並区井草
1828,新宿区新宿
1829,葛飾区堀切
1830,大田区北嶺町
1831,渋谷区幡ヶ谷
1832,世田谷区船橋
1833,世田谷区北沢
1834,板橋区中台
1835,板橋区西台
1836,北区王子本町
1837,中央区新富
1838,品川区南大井
1839,北区志茂
1840,江戸川区北小岩
1841,文京区本郷
1842,世田谷区北沢
1843,江東区亀戸
1844,中央区新川
1845,文京区本郷
1846,中央区佃
1847,荒川区町屋
1848,世田谷区若林
1849,渋谷区渋谷
1850,北区王子
1851,中野区本町
1852,文京区湯島
1853,新宿区北新宿
1854,大田区多摩川
1855,中野区鷺宮
1856,練馬区旭町
1857,中央区佃
1858,港区芝公園
1859,新宿区西五軒町
1860,北区上十条
1861,港区三田
1862,江東区千石
1863,足立区花畑
1864,千代田区岩本町
1865,世田谷区代田
1866,目黒区原町
1867,板橋区成増
1868,新宿区払方町
1869,練馬区春日町
1870,新宿区新小川町
1871,豊島区目白
1872,新宿区西早稲田
1873,大田区中央
1874,中野区江古田
1875,杉並区久我山
1876,中央区勝どき
1877,世田谷区野沢
1878,目黒区目黒
1879,港区麻布十番
1880,新宿区西五軒町
1881,足立区佐野
1882,板橋区熊野町
1883,大田区久が原
1884,品川区東大井
1885,大田区田園調布本町
1886,文京区湯島
1887,世田谷区東玉川
1888,世田谷区三軒茶屋
1889,足立区千住寿町
1890,練馬区富士見台
1891,新宿区四谷
1892,北区滝野川
1893,世田谷区東玉川
1894,江東区大島
1895,墨田区両国
1896,港区白金
1897,足立区谷中
1898,世田谷区北沢
1899,足立区北加平町
1900,新宿区大久保
1901,江東区古石場
1902,杉並区上高井戸
1903,新宿区歌舞伎町
1904,港区白金台
1905,世田谷区奥沢
1906,文京区音羽
1907,江東区木場
1908,墨田区両国
1909,台東区柳橋
1910,中野区鷺宮
1911,世田谷区祖師谷
1912,品川区平塚
1913,品川区大崎
1914,足立区六木
1915,杉並区上高井戸
1916,江戸川区中葛西
1917,北区田端
1918,目黒区中根
1919,中央区日本橋馬喰町
1920,港区海岸
1921,品川区西五反田
1922,墨田区京島
1923,中央区日本橋箱崎町
1924,新宿区北新宿
1925,足立区綾瀬
1926,葛飾区白鳥
1927,世田谷区南烏山
1928,杉並区和田
1929,北区田端新町
1930,新宿区北新宿
1931,葛飾区奥戸
1932,目黒区中目黒
1933,大田区南蒲田
1934,港区南麻布
1935,文京区湯島
1936,新宿区西早稲田
1937,墨田区向島
1938,千代田区神田練塀町
1939,台東区花川戸
1940,千代田区六番町
1941,江東区富岡
1942,世田谷区用賀
1943,渋谷区元代々木町
1944,中央区東日本橋
1945,港区南麻布
1946,渋谷区笹塚
1947,練馬区旭町
1948,練馬区貫井
1949,江東区平野
1950,杉並区和田
1951,世田谷区上馬
1952,世田谷区奥沢
1953,練馬区西大泉
1954,板橋区成増
1955,世田谷区下馬
1956,練馬区豊玉北
1957,江東区新大橋
1958,中央区新川
1959,墨田区緑
1960,足立区千住寿町
1961,江東区亀戸
1962,豊島区南長崎
1963,新宿区高田馬場
1964,中央区新富
1965,豊島区南長崎
1966,江東区東砂
1967,世田谷区駒沢
1968,新宿区大京町
1969,中野区大和町
1970,世田谷区池尻
1971,新宿区水道町
1972,板橋区西台
1973,大田区東馬込
1974,大田区山王
1975,台東区花川戸
1976,足立区新田
1977,江戸川区北小岩
1978,足立区西新井栄町
1979,足立区舎人
1980,世田谷区上馬
1981,世田谷区北烏山
1982,新宿区中落合
1983,豊島区目白
1984,板橋区高島平
1985,大田区中央
1986,港区南麻布
1987,新宿区中落合
